aX,aY,aZ,gX,gY,gZ
0.101,-0.954,-0.345,-9.033,-13.062,-3.174
0.103,-0.950,-0.325,-8.545,-9.460,-3.113
0.103,-0.947,-0.312,-7.568,-6.287,-3.052
0.111,-0.942,-0.313,-7.263,-3.723,-3.235
0.117,-0.932,-0.309,-6.897,-2.136,-3.418
0.119,-0.923,-0.307,-6.592,-1.770,-3.174
0.115,-0.925,-0.315,-5.615,-2.014,-2.197
0.109,-0.933,-0.324,-3.723,-2.136,-0.793
0.094,-0.989,-0.309,-1.221,-1.648,0.854
0.091,-0.999,-0.299,-1.099,-0.793,0.549
0.111,-0.976,-0.304,-1.343,0.183,0.305
0.123,-0.963,-0.318,0.366,0.977,0.732
0.119,-0.961,-0.326,2.502,1.404,1.038
0.115,-0.958,-0.326,2.869,2.197,0.854
0.121,-0.955,-0.316,2.808,3.662,0.671
0.130,-0.945,-0.305,3.723,4.761,0.549
0.137,-0.942,-0.302,5.615,4.761,0.366
0.137,-0.943,-0.309,8.118,4.517,0.183
0.136,-0.942,-0.318,10.315,4.150,0.000
0.133,-0.945,-0.330,11.963,3.723,-0.122
0.130,-0.956,-0.347,12.878,3.357,-0.061
0.122,-0.966,-0.359,13.184,2.869,-0.061
0.116,-0.979,-0.365,11.963,2.747,0.732
0.109,-0.982,-0.364,10.559,2.441,1.892

