aX,aY,aZ,gX,gY,gZ
-0.172,-0.189,-1.456,-26.733,-53.833,49.622
-0.220,-0.119,-1.311,-18.677,-29.846,30.762
-0.214,-0.067,-1.182,-14.282,-7.507,10.498
-0.175,0.007,-1.052,-14.465,11.719,-4.272
-0.110,0.103,-0.928,-17.517,23.437,-12.085
-0.081,0.157,-0.887,-20.325,24.719,-13.977
-0.077,0.182,-0.886,-21.545,20.386,-10.986
-0.059,0.197,-0.892,-21.545,14.221,-6.470
-0.042,0.214,-0.899,-19.836,6.104,-1.953
-0.041,0.204,-0.938,-15.991,-4.211,3.296
-0.071,0.165,-0.986,-11.536,-12.451,8.972
-0.139,0.108,-1.009,-7.446,-16.357,11.475
-0.202,0.056,-1.017,-4.517,-14.221,8.972
-0.192,0.034,-1.048,-3.601,-7.935,1.892
-0.141,0.028,-1.069,-4.272,-0.549,-5.066
-0.105,0.098,-1.074,-5.066,5.493,-9.460
-0.042,0.057,-1.037,-1.892,3.479,-8.301
-0.068,0.087,-1.108,0.061,-5.188,-10.681
-0.116,0.136,-1.011,-1.038,4.333,-13.428
-0.024,0.076,-1.004,3.967,8.179,-10.925
-0.033,0.075,-1.015,5.920,5.920,-12.878
-0.032,0.102,-1.010,5.737,3.845,-14.832
-0.010,0.114,-1.005,5.615,6.226,-14.038
0.015,0.109,-0.992,6.775,8.240,-11.719
-0.001,0.121,-0.999,7.141,6.775,-10.681
-0.018,0.147,-0.986,7.324,5.493,-11.536
-0.022,0.154,-0.984,8.545,6.226,-12.573
-0.019,0.141,-0.958,9.216,8.972,-12.329
-0.021,0.158,-0.964,9.460,9.460,-11.169
-0.030,0.190,-0.952,9.460,7.629,-9.033
-0.036,0.183,-0.957,10.193,6.653,-6.042
-0.022,0.152,-0.943,11.292,5.737,-3.235
-0.029,0.143,-0.942,10.071,2.136,-1.404
-0.042,0.159,-0.961,7.080,-2.014,0.610
-0.071,0.174,-0.983,4.761,-3.784,3.357
-0.131,0.167,-0.993,4.883,-3.784,4.333
-0.159,0.150,-0.986,5.615,-1.404,1.648
-0.158,0.135,-1.015,4.456,1.099,-1.892

-0.316,0.338,1.544,-12.024,35.583,-23.437
-0.283,0.286,1.740,-24.780,39.917,-26.062
-0.278,0.231,1.816,-46.448,38.757,-25.818
-0.268,0.215,1.878,-71.655,38.391,-26.611
-0.168,0.231,1.991,-103.088,43.884,-27.588
-0.041,0.227,2.031,-138.367,45.593,-27.832
0.055,0.320,2.037,-176.758,39.612,-26.123
0.122,0.385,1.983,-211.060,31.006,-19.470
0.191,0.455,1.937,-235.474,23.132,-7.324
0.146,0.490,1.864,-250.488,14.221,6.348
0.089,0.470,1.797,-255.737,7.080,16.968
0.047,0.461,1.723,-258.179,4.944,21.729
0.011,0.447,1.629,-265.686,8.728,24.536
0.005,0.396,1.546,-274.170,15.320,28.992
0.019,0.362,1.412,-284.058,18.921,32.715
0.028,0.331,1.237,-296.997,18.616,36.499
